path,dialect_region,sentence,ipa_reference,ipa_audio,ipa_swiss_whisper
248e0121-1803-4980-a746-17ffbd799791/6bc16efdee3965ef94fea7edf658e1b5fb27bf759ed089e81b25ee40d070edef.mp3,Ostschweiz,Die Rockwell-Situation verfolgen wir permanent.,diː rɔkvɛlziːtuːatsjoːn fɛɾfɔlɡən viːɾ pɛɾmanɛnt,tɾɔkːvɛl sikatsɪːoːln fɛrfɔlgən myːɑːp pɛrmanɛnt,diː rɔkvɛlziːtuːatsjoːnən fɛɾfɔlɡən viːɾ pɛɾmanɛnt
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/93468034ee80a5941563e7e675fd16620b61f8e4fa6fa668df720f2da8d65696.mp3,Ostschweiz,So jedenfalls wurde es erklärt.,zoː jeːdənfals vʊɐdə ɛs ɛɾklɛɾt,zoː feːdə vɑːlɪʃə zɛç leːɾt vɑːdə,zoː aʊf jeːdən fal vʊɐdə ɛs ɛɾklɛɾt
0bda2f56-850b-4930-9370-89ba5bb5e80a/13d2258c0c4ee8a69e46bc85e76dd9a1f69e4d8512ebda6c9715c0901949a663.mp3,Ostschweiz,"Es wird nicht erwähnt, was der Gemeinderat unter einem attraktiven Steuerfuss versteht.",ɛs vɪɾt nɪçt ɛɾvɛːnt vas dɛɾ ɡəmaɪndeːrɑːt ʊntɜ aɪnəm atɾaktiːvən ʃtɔøɜfʊs fɛɾʃteːt,aʊs viːɾ nøːdɛvɛnt vɑːs dɛɾ kmaɪndɔːt ʊntɾɔːmɛɾ tɛxtɪfə ʃtœfʊs fɔs fɛɾʃtɑːpt,ɛs vɪɾt nɪçt ɛɾvɛːnt vas dɛɾ ɡəmaɪndeːrɑːt ʊntɜ aɪnəm atɾaktiːvən ʃtœɾfʊs fɛɾʃteːt
684dd9cf-2844-407b-9a7f-12e7b559773f/cac954fa9f6d3573ee25fe992e0cd0772feb8c4c1c29d151e63867f2c9ed5bad.mp3,Ostschweiz,Das wiederum zieht zumindest eine Geldstrafe nach sich.,das viːdɜʊm tsiːt tsuːmɪndəst aɪnə ɡɛltstɾɑːfə nɑːx zɪç,daɪs viːdɔm tsiːt mɪnstən zeː gɛltʃtɑf nɔx zɪç,diːs viːdɜʊm tsiːt mɪndəstəns aɪnə ɡɛltstɾɑːfə nɑːx zɪç
831d404d-b189-42b6-8120-073c1f8af73c/90a6efa25abc7bcb14c0d01d64ec21717f88a960adc1a9be7b1e15269ccf2353.mp3,Ostschweiz,Denn am Ende geht es allen schlecht.,dɛn am ɛndə ɡeːt ɛs alən ʃlɛçt,ɪn ɑːmɛnt gɔts aɪnənəɾʃnɛxt,dɛn am ɛndə ɡeːt ɛs alən ʃlɛçt
831d404d-b189-42b6-8120-073c1f8af73c/cff81f36fab1d221cdf1285ff788352235a032ccb99bb59225e472a14b8d375f.mp3,Ostschweiz,Der nächste Termin ist der 22. September.,dɛɾ nɛçstə tɛɾmiːn ɪst dɛɾ tsvaɪ ʊnttsvantsɪç zɛptɛmbɜ,ɪnə nœɾʃtɛɾmeːn iːstə tsvaɪə tsvan tsɪçt sɛptɛmboː,dɛɾ nɛçstə tɛɾmiːn ɪst dɛɾ tsvaɪ ʊnttsvantsɪç zɛptɛmbɜ
684dd9cf-2844-407b-9a7f-12e7b559773f/f801e7ec15737ec1467f547672fbb741002911f92445d1e8d270d89cb7ea1de7.mp3,Ostschweiz,Davon wird man sich nach dieser Saison wieder abwenden.,dɑːfɔn vɪɾt man zɪç nɑːx diːzɜ zɛːzɔ̃ viːdɜ abvəndən,deːfoːgɪɾt maɪsɪç nɔx dɛɾɛsɪlsɔː viːdɛ aʊpvɛndə,dɑːfɔn vɪɾt man zɪç nɑːx diːzɜ zɛːzɔ̃ viːdɜ abvəndən
684dd9cf-2844-407b-9a7f-12e7b559773f/87d5b00246c844d6bed9f1b6ff95cc76923160a3f0d6be2e418ca0e7f34b6760.mp3,Ostschweiz,Den Verkehr und die Aufenthaltsqualität zu kombinieren ist die Quadratur des Kreises.,deːn fɛɾkeːɾ ʊnt diː aʊfənthaltskvɑːliːtɛːt tsuː kɔmbiːniːrən ɪst diː kvadɾatuːɾ dɛs kɾaɪzəs,ɪnə fɛreːə ʊnt diː uːfəntɑːls kɑːnɪtɛtt kɾʊmpɪneːrə ɪçkʊɑːtɾɑːtuːr vʊɐdə xɾaɪzəl,dɛɾ fɛɾkeːɾ ʊnt diː aʊfənthaltskvɑːliːtɛːt kɔmbiːniːrən zɪç diː kvadɾatuːɾ dɛɾ kɾaɪzə
a677eda9-7709-4c9d-8656-e7b665140f3b/bf3e15d590639d3011068859c8ef1e0293e45db511e617f9d805b53f4a065642.mp3,Ostschweiz,Bei Pro Bahn Schweiz kennt man das Problem.,baɪ pɾoː bɑːn ʃvaɪts kɛnt man das pɾoːbleːm,biː pɾoːbɑːn ʃviːts kɾɛmə ɛnz pɾoːbleːmən,baɪ pɾoː bɑːn ʃvaɪts kɛnt man diːzəs pɾoːbleːm
a677eda9-7709-4c9d-8656-e7b665140f3b/e3eb434327b662f6fae313e7eb88992d30b6909aef9456d128d977fc5eb4574b.mp3,Ostschweiz,In den Top Ten sind zwei weitere Schweizer Städte vertreten.,ɪn deːn tɔp teːn zɪnt tsvaɪ vaɪtərə ʃvaɪtsɜ ʃtɛtə fɛɾtɾeːtən,aɪtə tɔptɛn tsvɑːl viːtərə ʃviːtsɛɾ stɛptfɛt dɾɛtə,ɪn deːn tɔp tseːn zɪnt tsvaɪ vaɪtərə ʃvaɪtsɜʃtɛtə fɛɾtɾeːtən
684dd9cf-2844-407b-9a7f-12e7b559773f/c4c4165ec5e4584225731ac6faeaea0b88750381e4a62de5ae6ebdf47dc605a5.mp3,Ostschweiz,Besser kann ein Verbot nicht abgesichert werden.,bɛsɜ kan aɪn fɛɾboːt nɪçt apɡəzɪçɜt vɛɾdən,ɪstə xɑːnəs ɣəbɔɾt nət apkzɪçrə ʋɛɾdə,bɛsɜ kan aɪn fɛɾboːt nɪçt apɡəzɪçɜt vɛɾdən
937d2af6-fc16-47b1-a53b-4dee4accc211/9d15b771162216a1272cb9cf4437432f6d61d47b1aed03bdb47395cf4e20a60e.mp3,Ostschweiz,Zur Budgetrelevanz werde ich mich später durchaus äussern.,tsuːɾ bʊdɡətɾɛleːvants vɛɾdə ɪç mɪç ʃpɛːtɜ dʊɐçaʊs ɔøsɜn,tsuːr byːtʃɪrɪlə vɛns vɛːr dɪç mɪç spøːr dɑː dɔːr huːz ɪs zɛːvɛː,tsuːɾ bʊdɡətɾɛleːvants vɛɾdə ɪç mɪç ʃpɛːtɜ dʊɐçaʊs ɔøsɜn
0bda2f56-850b-4930-9370-89ba5bb5e80a/3a87811b45a9229c09d0200af7272d2be389c5ce6d1b9939810e5d2b1dc333c9.mp3,Ostschweiz,Ausserdem werde das Essen täglich auf die Qualität überprüft.,aʊszeːɾdəm vɛɾdə das ɛsən tɛːklɪç aʊf diː kvɑːliːtɛːt yːbɜpɾyːft,aʊsɔdeːm miːɾ tzɛsə dɛgləkʊf kɾɑliːdɛltə bɛɾgbʊːft,aʊsɜdeːm vɪɾt das ɛsən tɛːklɪç aʊf kvɑːliːtɛːt yːbɜpɾyːft
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/e5362cef5f8bbaf2333d2878aaaeba6cfd18816c8008245d3bd7699d3bb2c5d7.mp3,Ostschweiz,Der Gemeindeammann ist für die Festivitäten verantwortlich.,dɛɾ ɡəmaɪndeːaman ɪst fyːɾ diː fɛstiːviːtɛːtən fɛɾantvɔɾtlɪç,dɛɾ gəmaɪndɑːmɛː ɪs fyːɾ tfɪst diːvɪtɛːtən fɛɾant vɑːltlɪç,dɛɾ ɡəmaɪndeːamɜ ɪst fyːɾ diː fɛstiːviːtɛːtən fɛɾantvɔɾtlɪç
684dd9cf-2844-407b-9a7f-12e7b559773f/c999d460e1762ef6e58ccba0cf255c2d19b2d24738eb9cb52016e1e03e14428d.mp3,Ostschweiz,Das Verfahren ist unverbindlich und bietet viel Raum für Behördenwillkür.,das fɛɾfɑːrən ɪst ʊnfɛɾbɪntlɪç ʊnt biːtət fiːl raʊm fyːɾ bəhœɾdənvɪlkyːɾ,tseːvɛrɪʃ ʊmvɛbɪndlɪç kɔm byːdə teːfiːlɪʊmveːbəhɵdə viːlkəl kyːrən,das fɛɾfɑːrən ɪst ʊnfɛɾbɪntlɪç ʊnt biːtət fiːl raʊm fyːɾ diː bəhœɾdənvɪlkyːɾ
937d2af6-fc16-47b1-a53b-4dee4accc211/711f11074eecab7e43e8212bf3d8d14a57fddc7d42914abae0c3e14ce77731b1.mp3,Ostschweiz,Was mich beruhigt ist der Vergleich vom Nettoaufwand der 'Allgemeinen Verwaltung'.,vas mɪç bəruːɪçt ɪst dɛɾ fɛɾɡlaɪç fɔm nɛtoːaʊfvant dɛɾ alɡəmaɪnən fɛɾvaltʊŋ,vɑːmiːbʊnɾɪçtɪçtɪçtɛn fɛɾgliːç fɔm nɛtɾɔfwant fɔr dɛɾ algəmaɪnə fɛɾvaltɪç,vas mɪç bəʊnruːɪçt ɪst dɛɾ fɛɾɡlaɪç dɛs nɛtoːaʊfvants dɛɾ alɡəmaɪnən fɛɾvaltʊŋ
7f4b1ca8-c652-4056-96fb-f02e82182574/43e4da6a8d68d6caed407fba2d837ac7778477540f068fadec60ef7bc570729a.mp3,Ostschweiz,Dieser Aussage steht die heute vorliegende Planung gegenüber.,diːzɜ aʊszɑːɡə ʃteːt diː hɔøtə foːɾliːɡəndə plɑnʊŋ ɡeːɡənyːbɜ,ɛrʊ ʊnsaːkʃtɑːt iː hyːtɪg fɔldɪgən diː planɪk geːgənipːɔ,deːrən aʊszɑːɡən ʃteːt diː hɔøtɪɡə foːɾliːɡəndə plɑnʊŋ ɡeːɡənyːbɜ
248e0121-1803-4980-a746-17ffbd799791/699006f005c3b937ebf5d583292c2042555fcf7eb831c8a9633a191c46af4d78.mp3,Ostschweiz,In Bezug auf das Immunsystem unterscheiden sich Freunde sogar stärker.,ɪn bətsuːk aʊf das ɪmʊnzʏsteːm ʊntɜʃaɪdən zɪç frɔøndə zoːɡɑːɾ ʃtɛɾkɜ,ɪn bətsuːgɔf sɪmɔnzɪʃteːm ʊntɛʃaɪdɛ tɛrfɾøndɛ soːgɑːɾ ʃtɛrkɛr,ɪn bətsuːk aʊf das ɪmʊnzʏsteːm ʊntɜʃaɪdən zɪç frɔøndə zoːɡɑːɾ ʃtɛɾkɜ
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/e2a64a0fca88d093f8fc555179d419e51b129f5ca9896b4e691094b2018f9fd4.mp3,Ostschweiz,Gleichzeitig hat er die Berücksichtigung von Überstunden wieder eingeführt.,ɡlaɪçtsaɪtɪç hat ɛɾ diː bərʏksɪçtɪɡʊŋ fɔn yːbɜʃtʊndən viːdɜ aɪnɡəfyːɾt,leːxtzɪktək hɛɾdət bɪrʏksɪçtɪgʊŋ fɔːʏbɛɾʃtʊndə viːdɛɾ iːgfyːɾt,ɡlaɪçtsaɪtɪç hat ɛɾ diː bərʏksɪçtɪɡʊŋ fɔn yːbɜʃtʊndən viːdɜ aɪnɡəfyːɾt
72911186-8b0e-4c0b-af3d-4d8765072930/40bc590b64ab88484c1febb8dc2dd0bc065f9801c0e944a73effa36877d87081.mp3,Ostschweiz,Also sind Konzerte an dieser Lage nicht geeignet.,alzoː zɪnt kɔntsɛɾtə an diːzɜ lɑːɡə nɪçt ɡəaɪɡnət,ɑːlsə ziːn kɔnzɛɾt dɛɾ ɛɾalaɪbənə gaɪgəmət,alzoː zɪnt kɔntsɛɾtə an diːzɜ lɛɾnən nɪçt ɡəaɪɡnət
72911186-8b0e-4c0b-af3d-4d8765072930/768b1ece42c930e741442a16bc88ecf0f8ea7c2e9ad61881dcabfd13b944ef2a.mp3,Ostschweiz,Tatsächlich lässt sich das nur schwer sagen.,tatzɛçlɪç lɛst zɪç das nuːɾ ʃveːɾ zɑːɡən,dɑːtsɛçlɪç lɑːtsɪç tɑs moːr svɛɾtsɛçɛːkɛ,tatzɛçlɪç lɛst zɪç das nuːɾ ʃveːɾ tsuː zɑːɡən
0bda2f56-850b-4930-9370-89ba5bb5e80a/42c825c48ee315b0a86e56d1e5e4ceb6936ea8138aba29aa6b4b7c164cd770d0.mp3,Ostschweiz,Kommissionssprecher ist Nicola Müller.,kɔmɪsɪoːnspɾɛçɜ ɪst niːkoːlɑː mʏlɜ,kɔmɪsɪoːn ʃpɔːiːxɪː ʃnikɔl mɪlɔ,dɛɾ kɔmɪsɪoːnspɾɛçɜ ɪst niːkoːlɑː mʏlɜ
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/fe746b4c0e3605e27a4bbf224efd9d5cba1dcbed457ad697eb5a54f298004358.mp3,Ostschweiz,"Schlussendlich muss man sich fragen, wem vertraut man.",ʃlʊsəntlɪç mʊs man zɪç frɑːɡən veːm fɛɾtɾaʊt man,ʃuːzɛntlɪç mɑz mɑz ɪç frɑgə bɪmɑn fɛɾaʊt,ʃlʊsəntlɪç mʊs man zɪç frɑːɡən viː man fɛɾtɾaʊt
937d2af6-fc16-47b1-a53b-4dee4accc211/4c35c42c5a3f63337b846b776058b57f15fbec4aaba95b8f8e753e9ed27b9f9d.mp3,Ostschweiz,Aber es war ein Puma.,ɑːbɜ ɛs vɑːɾ aɪn puːmɑː,apɔ ɪz iʒən pʊgmɑksi,ɑːbɜ ɛs vɑːɾ aɪn puːmɑː
248e0121-1803-4980-a746-17ffbd799791/58ba3c30007746596e917973c37d4ae1e771b7b69424eae68785ca056134d24b.mp3,Ostschweiz,Pro Gemeinde wird ein Fusionsprojekt erarbeitet.,pɾoː ɡəmaɪndə vɪɾt aɪn fuːzɪoːnʃpɾoːjɛkt ɛɾaɾbaɪtət,oːk baɪnt viːɾt haɪs fuːzjɔnspɾoːjɛkt ɛɾɑːbɑɪtət,aʊx ɡəmaɪnt vɪɾt aɪn fuːzɪoːnʃpɾoːjɛkt ɛɾaɾbaɪtət
72911186-8b0e-4c0b-af3d-4d8765072930/7aaa06d91e285410b762317c4dddc29588e455d6035c6fbe85118c5439ab5d9f.mp3,Ostschweiz,Wollen Sie ihre Erkenntnisse am Leben erhalten?,vɔlən ziː iːrə ɛɾkɛntnɪsə am leːbən ɛɾhaltən,vɪntsiː iːrɛɾkvɛɾtnɪs ɑːmlɛvɛɾ ɛɾhɑlvdə,vɔlən ziː iːrə ɛɾkɛntnɪsə am leːbən ɛɾhaltən
248e0121-1803-4980-a746-17ffbd799791/47fb3f7768f83c0012cb796aa8f2904cfcfdd93c0bdc38a5599be309e28dba15.mp3,Ostschweiz,Über die Veröffentlichung der Dokumente zeigte sich Abbas überrascht.,yːbɜ diː fɛɾœfəntlɪçʊŋ dɛɾ doːkuːmɛntə tsaɪktə zɪç abɑːs yːbɜraʃt,yːbɔt fɛrøfəndlɪxɔm fʊɐ dɛt dokʊmənt hɛt tʃiːxtɑːpɑːz yːbɾaʃ tsaɪkt,yːbɜ diː fɛɾœfəntlɪçʊŋ dɛɾ doːkuːmɛntə hat zɪç tɑbɑːs yːbɜraʃt ɡətsaɪkt
7f4b1ca8-c652-4056-96fb-f02e82182574/61bcd0f3d8fbc29e9e85289476a6cbc4b339485a847c740e1a5aefa7dac84f3c.mp3,Ostschweiz,Dies ist eine wichtige Aussage.,diːs ɪst aɪnə vɪçtɪɡə aʊszɑːɡə,tɑːsi ʒe viːxtɪkɪ usɑːk,das ɪst aɪnə vɪçtɪɡə aʊszɑːɡə
7f4b1ca8-c652-4056-96fb-f02e82182574/7e17e1fc7bc13e5641eee74218b6384457c02cd947880f1c525466c9d346964a.mp3,Ostschweiz,Da ist bereits der Herbst eine Zeit intensiver Gerüche.,dɑː ɪst bəraɪts dɛɾ hɛɾpst aɪnə tsaɪt ɪntɛnziːvɜ ɡərʏçə,ɪt ɪz bəraɪts dɛɾ hɛɾpʃt aɪt tseːt fɔ ɪntɛntsivə gɾʏç,dɑː ɪst bəraɪts dɛɾ hɛɾpst aɪnə tsaɪt fɔn ɪntɛnziːvən ɡərʏçən
831d404d-b189-42b6-8120-073c1f8af73c/808feef3c5f7f5b31e901c888b9e31c834deac76790bbb13a438983ea0e145b4.mp3,Ostschweiz,Einerseits der Zeitdruck des Fussballverbandes.,aɪnɜzaɪts dɛɾ tsaɪtdɾʊk dɛs fʊsbalfɜbandəs,aɪnɪɾsiːts dɛt tsɪptɾʊk fɔm fuːɛspal fɔːbant,aɪnɜzaɪts dɛɾ tsaɪtdɾʊk dɛs fʊsbalfɜbandəs
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/45650504d8282ce2b5669953136757fec9b2215bc21f3d55911d64220211f026.mp3,Ostschweiz,Cameron stellt sich im nächsten Jahr zur Wiederwahl.,kɑmeːroːn ʃtɛlt zɪç ɪm nɛçstən jɑːɾ tsuːɾ viːdɜvɑːl,ɪn geːmə ɪn ʃtɛlt zɪç nɔk ʃtiːɾ tsuː ɔtsɔviːdɑvɑl,kɑmeːroːn ʃtɛlt zɪç nɛçstəs jɑːɾ tsuːɾ viːdɜvɑːl
0bda2f56-850b-4930-9370-89ba5bb5e80a/b239b328d942ac8184abc2d03421cf783dd82bc906c53fc15d9d06a93c35e3fd.mp3,Ostschweiz,Hast du das gleiche Kleidungsstück auch mehrfach?,hast duː das ɡlaɪçə klaɪdʊŋsʃtʏk aʊx meːɾfax,haɪst duːs geːrɪç laɪtɪç ʃtɵkɪɾa am eːɾvax,hast duː daszɛlbə klaɪdʊŋsʃtʏkə aʊx meːɾfax
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/ad7ebc46e150b143cf04f9033c7ea5b764e6cc26bcbcbb301e330573e2851b62.mp3,Ostschweiz,Zum Ressort gibt es keine Wortmeldungen und Anträge.,tsʊm rɛsɔɾt ɡiːpt ɛs kaɪnə vɔɾtmɛldʊŋən ʊnt antɾɛːɡə,tsʊm røsɔ giːt gravɔrtmɛldɪgɛ ʊndɑːtrɛk,tsʊm rɛsɔɾt ɡiːpt ɛs kaɪnə vɔɾtmɛldʊŋən ʊnt antɾɛːɡə
831d404d-b189-42b6-8120-073c1f8af73c/c0f8ce8b9ab9b43a76e03bea6c1ad72cd4fdc9b841ccc6adfc37af592fdfa781.mp3,Ostschweiz,Doch es fühlt sich schnell an wie ein zu enges Korsett.,dɔx ɛs fyːlt zɪç ʃnɛl an viː aɪn tsuː ɛŋəs kɔɾzɛt,dɔx ɛs fyːkt zɪç ʃnɛlɑː vɪnəts ɛngz kɔːsɛt,dɔx ɛs fyːlt zɪç ʃnɛl an viː aɪn ɛŋəs kɔɾzɛt
248e0121-1803-4980-a746-17ffbd799791/7246975f7ce7a55f338341c07869008a2f51979f681bea50ce2c54dc19048745.mp3,Ostschweiz,Die Polizei nahm in dem Fall bislang 15 Verdächtige fest.,diː poːliːtsaɪ nɑːm ɪn deːm fal bɪslaŋ fʏnftseːn fɛɾdɛçtɪɡə fɛst,oːli tsaɪ hɛt deːm faɪl bɪs laŋ fœftsɛ fɛɾdɛçtɛgɛ fɛʃknoː,diː poːliːtsaɪ hat ɪn diːzəm fal bɪslaŋ fʏnftseːn fɛɾdɛçtɪɡə fɛstɡənɔmən
72911186-8b0e-4c0b-af3d-4d8765072930/9527cf91610b00d78fb4b2b716920e813c554ce64f8f4c5e34a59db1bf1ec1ce.mp3,Ostschweiz,Leute mit niedrigeren Einkommen würden wegen der steigenden Mieten zunehmend verdrängt.,lɔøtə mɪt niːdɾɪɡərən aɪnkɔmən vʏɾdən veːɡən dɛɾ ʃtaɪɡəndən miːtən tsuːneːmənt fɛɾdɾɛŋt,lyːk miːkɛn iːkɔm iːkɔmɛr vɛɾdɪt ɛɾkələ ʃtiːgəndɛm miːɾ dɛɾ tsuːɾnɛŋən fɛɾdɾɛkt,lɔøtə mɪt niːdɾɪɡəm aɪnkɔmən vɛɾdən veːɡən dɛɾ ʃtaɪɡəndən miːtən tsuːneːmənt fɛɾdɾɛŋt
7f4b1ca8-c652-4056-96fb-f02e82182574/cabada1a5e31709ac4f20396518ca09568b29d8a3b3958bc5fb88210d7954f67.mp3,Ostschweiz,"Er ist verheiratet, hat drei erwachsene Kinder und zwei Enkel.",ɛɾ ɪst fɛɾhaɪrɑːtət hat dɾaɪ ɛɾvaxzənə kɪndɜ ʊnt tsvaɪ ɛnkəl,ɛr ɪʃ kʊvyːrɑːtət heːt dɾaɪɛɾ vaxzɪnə kɪnd ʊnt tsvaɪ ɛnkəl,ɛɾ ɪst fɛɾhaɪrɑːtət hat dɾaɪ ɛɾvaxzənə kɪndɜ ʊnt tsvaɪ ɛnkəl
72911186-8b0e-4c0b-af3d-4d8765072930/9eef1d0cf4791618b8d0f4e2a371158501bd3d10c8efca82c481563900e4a02a.mp3,Ostschweiz,Bei Institutionen mit besonderen Vorkommnissen nach Bedarf.,baɪ ɪnstiːtuːtsjoːnən mɪt bəzɔndərən foːɾkɔmnɪsən nɑːx bədaɾf,beː ɪnʃtiːtɔtsɪoːnə mɪç bəzɔndɔfɔːkɔm nɪçt nɔx bədaɪf,baɪ ɪnstiːtuːtsjoːnən mɪt bəzɔndərɜ foːɾkɔmnɪs nɑːx bədaɾf
7f4b1ca8-c652-4056-96fb-f02e82182574/d785b21f98f450cbe516145bf8c715eef640581dfb7de07b01f091252a930ed3.mp3,Ostschweiz,Ganz lieber Dank für alles.,ɡants liːbɜ daŋk fyːɾ aləs,gaɪns liːə bədɑŋk fyːɾ alɪs,ɡants liːbən daŋk fyːɾ aləs
248e0121-1803-4980-a746-17ffbd799791/495d88c7687b12c758ff9e638a5476a9f46e0cf2e3cc7c295c25566bdc684afa.mp3,Ostschweiz,Momentan ist alles noch sehr abstrakt.,moːməntɑːn ɪst aləs nɔx zeːɾ apstɾakt,ʊmən dɑː nɪç ɑːləs nɔseːrɑːb ʃtɑːkt,moːməntɑːn ɪst aləs nɔx zeːɾ apstɾakt
248e0121-1803-4980-a746-17ffbd799791/6133157d329bcd319cbecff30e14a2226c1f8a8d9d2a244b19632b5802c20a21.mp3,Ostschweiz,Die kleinen Betriebe fahren daher mit beiden Modellen praktisch gleich.,diː klaɪnən bətɾiːbə fɑːrən dɑːhɛɾ mɪt baɪdən moːdɛlən pɾaktɪʃ ɡlaɪç,ɪçliːnə bɛtɾɪb fɑːrət dɛɾ hɛr maɪdəmɑːdɛl bɾɑːktɪʃ gliːx,diː klaɪnən bətɾiːbə fɑːrən dɑːhɛɾ mɪt baɪdən moːdɛlən pɾaktɪʃ ɡlaɪç
a677eda9-7709-4c9d-8656-e7b665140f3b/b570b63afb684caf4cccd77f41f90e36b0f92088cd70517883fada6591658ffd.mp3,Ostschweiz,Es ist ein immerwiederkehrendes Evergree-Thema bei uns im Einwohnerrat.,ɛsɪst aɪn ɪmɜviːdɜkeːrəndəs eːvɜɡɾeːteːmɑː baɪ ʊns ɪm aɪnvoːnɜrɑːt,ɛzɪ ʒɛnim mɔn viːdɛ kɛrənts ɛvokɾi teːmɛ piː yːs ɪm ivʊn nɛrɔt,ɛsɪst aɪn ɪmɜ viːdɜkeːrəndəs eːvɜɡɾeːtteːmɑː baɪ ʊns ɪm aɪnvoːnɜrɑːt
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/f57a34888bd1737d8a98d83fed07572843d4a45d7b8649f8304aa11c89897ea6.mp3,Ostschweiz,Wir berücksichtigen selbstverständlich alle eingehenden Aspekte.,viːɾ bərʏksɪçtɪɡən zɛlpstfɛɾʃtɛntlɪç alə aɪnɡeːəndən aspɛktə,miːeː bɾyːksɪçtɪgeːdən aptsɛp zɛːp zɛːpʃtɛntɪç ɑːlə iːgɪndɪ aːnʃpɛkt,viːɾ bərʏksɪçtɪɡən zɛlpstfɛɾʃtɛntlɪç alə aɪnɡeːəndən aspɛktə
684dd9cf-2844-407b-9a7f-12e7b559773f/b6310ef1f575276c5de451c975678781b4824cb0821a7dda238a55d476b8a3ac.mp3,Ostschweiz,Der ersten Generation folgten bis heute sechs weitere.,dɛɾ eːɾstən ɡɛneːratsjoːn fɔlktən bɪs hɔøtə zɛks vaɪtərə,nɔx deːɾʃtɛgənrɛtsiːoːn zɪmpɪsyːtsɛçzviːdɾɪgfʊlkt,nɑːx dɛɾ eːɾstən ɡɛneːratsjoːnən fɔlktən bɪs hɔøtə zɛks vaɪtərə
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/76168343ef2fd72fa5f0bc5e1ad0842cde61447d30221e00fc213919af74c200.mp3,Ostschweiz,Einige Facebook-Freunde sind inzwischen echte Freunde geworden.,aɪnɪɡə fɑkeːboːkfrɔøndə zɪnt ɪntsvɪʃən ɛçtə frɔøndə ɡəvɔɾdən,ɛs baɪvɛsbʊgfʏnt zɪnt ɛntsyːʃɛ ɛçtɪ frɪnt vɑːdɛ,aɪnɪɡə fɑkeːboːkfrɔøndə vʊɐdən ɪntsvɪʃən ɛçtə frɔøndə
684dd9cf-2844-407b-9a7f-12e7b559773f/b5b9c24cbdb4d75f44d5e979cf5d07eca9f9d86a3dd42cc0fde2b9624324fd09.mp3,Ostschweiz,Sie waren Anfang Dezember zur ISS geflogen.,ziː vɑːrən anfaŋ deːtsɛmbɜ tsuːɾ iːɛsɛs ɡəfloːɡən,tsɪzɪ ɪn aɾfaŋstɛttsɛnbətsyːdə iː ɛs ɛskflʊkə,ziː floːɡən anfaŋ deːtsɛmbɜ tsuː deːn iːɛsɛs
0bda2f56-850b-4930-9370-89ba5bb5e80a/34b4be5abef24c6b09206c0ffb5be296feee647181fadfdb899c413014ccef50.mp3,Ostschweiz,"Auch wir haben uns gefragt, was ein gerechter Lohn ist.",aʊx viːɾ hɑːbən ʊns ɡəfrɑːkt vas aɪn ɡərɛçtɜ loːn ɪst,ɑɾ viːɾ aɪn aɪn diːz gfɾɑkt vɑs ɪm gɾɛçtə loːnɪʃ,ɑːbɜ viːɾ hɑːbən ʊns ɡəfrɑːkt vas dɛɾ ɡərɛçtə loːn ɪst
937d2af6-fc16-47b1-a53b-4dee4accc211/6903ff614478da4e9fe860cf98f10160113f15327119a91dddc81e1093f9ea96.mp3,Ostschweiz,Eine deutsche Verordnung wäre noch schlechter.,aɪnə dɔøtʃə fɛɾɔɾdnʊŋ vɛːrə nɔx ʃlɛçtɜ,eːt dyːtʃi fɛrɔr nɪk vɛr nuːʃ lɛxtɔn,aɪnə dɔøtʃə fɛɾɔɾdnʊŋ vɛːrə nuːɾ ʃlɛçtɜ
684dd9cf-2844-407b-9a7f-12e7b559773f/e2ce927a87c7367835a6b70762c1d83e4cd5c4d749ae26553e8b9997f9b5d87c.mp3,Ostschweiz,"Wir hoffen aber schon, dass im Reglement ein wenig mehr steht.",viːɾ hɔfən ɑːbɜ ʃoːn das ɪm rɛɡleːmɛnt aɪn veːnɪç meːɾ ʃteːt,miː hoːffɯd ɛlbɯʃoː dɑz hiːm ɛgənəmɛnt ɛs piːtslɪmeː ʃtɔd,viːɾ hɔfən ɑːbɜ ʃoːn das ɪm rɛɡleːmɛnt ɛtvɑːs meːɾ ʃteːt
0bda2f56-850b-4930-9370-89ba5bb5e80a/ba5b865f0f5df9b6cbb8ee50a2eb0016adb10e4881cbeb15e4f5688ca70cab8c.mp3,Ostschweiz,Falke und Lorenz stellten die Szene nach.,falkə ʊnt loːrɛnts ʃtɛltən diː stseːnə nɑːx,falkɪ ʊnt loːrɛns hɛnt tseːnɛ nɔx ʃtɪlt,falkə ʊnt loːrɛnts ʃtɛltən diː stseːnən nɑːx
