path,dialect_region,sentence,ipa_reference,ipa_audio,ipa_swiss_whisper
0bda2f56-850b-4930-9370-89ba5bb5e80a/52a943de0cc401317d6de745a7fa81d550ff0a3e86c8f74601b8420e6e0aee60.mp3,Ostschweiz,Von den letzten vier Grand-Slam-Finals hat Federer nun drei verloren.,fɔn deːn lɛtstən fiːɾ ɡɾantslɑːmfiːnɑːls hat feːdərɜ nuːn dɾaɪ fɛɾloːrən,fɔr dˈɛɾ ˈɪtʃtə fˈiːɾ bɾˈɛnslˌɛnfˌaɪnəlz hˈɛt fˈeːdɾɔː nˈʊmə dɾˈyːfəlˌɔɾə,fɔn deːn lɛtstən fiːɾ ɡɾant slɑːm fiːnɑːls hat feːdərɜ nuːɾ dɾaɪ fɛɾloːrən
831d404d-b189-42b6-8120-073c1f8af73c/3a1405987962fc21f932bb2a7cf8d009122dde82d26c9f472898025de2dad1de.mp3,Ostschweiz,Schliesslich habe man ja eine Vorbildfunktion für die Jungen.,ʃliːslɪç hɑːbə man jɑː aɪnə foːɾbɪltfʊŋktsjoːn fyːɾ diː jʊŋən,ʃlˈiːɾsdə hˈɛt mˈaɪ jˈɑːɾ fˈɑːbɪkt fʊŋktsɪˌɔːn fyːɾ dˈiː jˈʊmbən,ʃliːslɪç hat man jɑː aɪnə foːɾbɪltfʊŋktsjoːn fyːɾ diː jʊŋən
0bda2f56-850b-4930-9370-89ba5bb5e80a/0a8614c8f8bc375f85d795830c63f0ee14733f8dd6f6224fcf2f9e6552acbdac.mp3,Ostschweiz,Soweit die aus meiner Sicht am intensivsten diskutierten Punkte.,zoːvaɪt diː aʊs maɪnɜ zɪçt am ɪntɛnziːvstən dɪskuːtiːɾtən pʊŋktə,zoːvˈiːt jˈaːz mˈɪnɾa zˈeːxt am ˈɪntən zˈiːfʃtˌaː dˈiːs kˈɛtˌiːrˌtɾiː bˈʏnkt,zoːvaɪt diː aʊs maɪnɜ zɪçt am ɪntɛnziːvstən dɪskuːtiːɾtə pʊŋktə
831d404d-b189-42b6-8120-073c1f8af73c/d0da1d578037115907717d1e863f9d6dcd8e3b131a150ba509a82ee0a6652f20.mp3,Ostschweiz,Ausserdem sei er der einzige Nicht-Millionär auf der Bühne.,aʊszeːɾdəm zaɪ ɛɾ dɛɾ aɪntsɪɡə nɪçtmɪlɪoːnɛːɾ aʊf dɛɾ byːnə,ˈustɛɾ tʃiːkˈeːrte ˈaɪntsˌɪk nˈøt miːdiɔnˈeːɾ ˈof tɛrbˈyːniː,aʊszeːɾdəm zaɪ ɛɾ dɛɾ aɪntsɪɡə nɪçtmɪlɪoːnɛːɾ aʊf diːzɜ byːnə
937d2af6-fc16-47b1-a53b-4dee4accc211/a039c2dde8e05cb04377aa373294d9c7f372be6f514215adef23b9f4b7df7dc1.mp3,Ostschweiz,Auch wir unterstützen diesen Antrag.,aʊx viːɾ ʊntɜʃtʏtsən diːzən antɾɑːk,ˈaʊ mˈiːɾ ˌʊntɜʃtˈyːtsɪt dˈɛɾ ˈɑːtɾɑːk,aʊx viːɾ ʊntɜʃtʏtsən diːzən antɾɑːk
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/f632c3e3afb3f3f45bcf62145527df15433eb3ab2c050b5f490b3ef5c88ece57.mp3,Ostschweiz,Meine Frau hat mich zur Kunst geführt.,maɪnə fraʊ hat mɪç tsuːɾ kʊnst ɡəfyːɾt,mˈiːniː fɛɾˈaʊ hˈɛt mˈiːxt zoː gɾˈoːnʃt gfˈyːɾt,maɪnə fraʊ hat mɪç tsuːɾ kʊnst ɡəfyːɾt
7f4b1ca8-c652-4056-96fb-f02e82182574/a12988c517e30e5e48e5a073ee9a56b34096a58c93ffa1533acc87fe0d1fb480.mp3,Ostschweiz,Sie setzten die Zeichen auf Entspannung.,ziː zɛtstən diː tsaɪçən aʊf ɛntʃpanʊŋ,ˈɪn tsˈaɪçə ˈaɪnə tsˈaɪçə ˈaʊfən ʃpˈɑːm nˈɪg zˈɪtst,ziː hɑːbən diː tsaɪçən aʊf ɛntʃpanʊŋ ɡəzɛtst
684dd9cf-2844-407b-9a7f-12e7b559773f/d27099f577e0a42717bf335ad30d60141ab48c4dc73283286b9b92c1cfacc430.mp3,Ostschweiz,Heute gibt es bereits die ersten Nachahmer.,hɔøtə ɡiːpt ɛs bəraɪts diː eːɾstən naxɑːmɜ,ˈyːgˈiːtsə gˈɑːr dˈiː ˈeːrʃtən ˈaʊx ˈɑːmaːr,hɔøtə ɡiːpt ɛs zoːɡɑːɾ diː eːɾstən naxɑːmən
248e0121-1803-4980-a746-17ffbd799791/13659a4f43708980fc434f5c08dc30ce33b9caf3d313daeeac2d5374ebb3e753.mp3,Ostschweiz,"Die Ersatzbeschaffung führt nicht zu Einsparungen, gegenüber dem heutigen Fahrzeug.",diː ɛɾzatsbɛʃafʊŋ fyːɾt nɪçt tsuː aɪnʃpɑrʊŋən ɡeːɡənyːbɜ deːm hɔøtɪɡən fɑːɾtsɔøk,dˈɛɾ sˈɑts bəʃˈɪfəlt fyːɾt nˈøt tsuː ˈaːliːʃ paːɾɪkˌəgə gənˈyːbɜm hˈyːt kiːgə fˈɑːɾ tsˈøːk,dɛɾ ɛɾzatsbɛʃɪfʊŋ fyːɾt nɪçt tsuː aɪnʃpɑrʊŋən ɡeːɡənyːbɜ deːm hɔøtɪɡən fɑːɾtsɔøk
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/a2c6cd0c1fbf1a91db7f702cc5f6cc6107b263e393313c214535465f2735ab39.mp3,Ostschweiz,"Was lange währt, wird endlich gut.",vas laŋə vɛːɾt vɪɾt ɛntlɪç ɡuːt,ˈaɪs lˈaʊŋ vˈɛɾt ˈɪɾ dˈɛntlɪɾ gˈoʊt,vas laŋə vɛːrə vɪɾt ɛntlɪç ɡuːt
684dd9cf-2844-407b-9a7f-12e7b559773f/f5e2f12fe80828fee1b2f9b90ec9150a1b8d90621639f12f98f98fbb42d50fb7.mp3,Ostschweiz,Auch im Hinblick auf die Qualität für die Bewohner und das Personal.,aʊx ɪm hɪnblɪk aʊf diː kvɑːliːtɛːt fyːɾ diː bəvoːnɜ ʊnt das pɛɾzoːnɑːl,ˈɑːr ɪm hˈiːplɪkə xɪˈfɪrə ʊftˈɾɔːdɪt dˈɛltsvˌɪpəvˈoːdənə ʊnts pˈɛrsoːnˈɑːl,aʊx ɪm hɪnblɪk aʊf diː kvɑːliːtɛːt fyːɾ diː bəvoːnɜ ʊnt das pɛɾzoːnɑːl
684dd9cf-2844-407b-9a7f-12e7b559773f/ac218eb37905b8cf47b8536a1ac1be376e337df3119f9a80f30a5dccef362d24.mp3,Ostschweiz,Das Pflichtenheft wurde gemeinsam erarbeitet.,das pflɪçtənhɛft vʊɐdə ɡəmaɪnzɑːm ɛɾaɾbaɪtət,ˈɪnə flˈɪçtə hˈɪft ˈɪs gˈmˌaɪntsˌɑːm ɛrˈaʊbaɪtət vˈɔldə,das pflɪçtənhɛft vʊɐdə ɡəmaɪnzɑːm ɛɾaɾbaɪtət
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/f92f0547debe11194d710dc552694bedea4b2379df9c71775a20a3539ed15258.mp3,Ostschweiz,Die Mexikaner machten uns die Aufgabe schwer.,diː mɛksiːkɑːnɜ maxtən ʊns diː aʊfɡɑːbə ʃveːɾ,dˈmɪksɪkˌɑnɛm mˈaxə dˈiːst ˈʏfgˌɔpɪʃˌɛnˈɛːɾ,diː mɛksiːkɑːnɜ maxən ʊns diː aʊfɡɑːbə ʃveːɾ
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/5317deaeb9bf22306c75502b9599d0ffb55a97adadf5c582c717da2f2eec8cda.mp3,Ostschweiz,Statt auf einen Kasten setzt er auf eine Kugel.,ʃtat aʊf aɪnən kastən zɛtst ɛɾ aʊf aɪnə kuːɡəl,ˈɛtstˈat dˈɔx fən kˈɑːʃtə zˈɛltz dˈɛɾ ʊfəxˈʊglə,ʃtat aʊf aɪnəm kastən zɛtst ɛɾ aʊf aɪnə kuːɡəl
7f4b1ca8-c652-4056-96fb-f02e82182574/a260f9a12abbb210ba1d9f98b22e10c91a311abab53a4ad9a3c891196b1efb7d.mp3,Ostschweiz,Hier ist ein ganzer Band davon.,hiːɾ ɪst aɪn ɡantsɜ bant dɑːfɔn,dˈɔɾ ˈɪʃən gˈantsə bˈaʊnt dˈə fˈoː,dɑː ɪst aɪn ɡantsɜ bant dɑːfɔn
a677eda9-7709-4c9d-8656-e7b665140f3b/dc65171356c207236c24c7e26649f4e63a8cd4fffaf1ccaec5e18eaf1d3a783a.mp3,Ostschweiz,Trotzdem kennen ihn die wenigsten.,tɾɔtsdeːm kɛnən iːn diː veːnɪçstən,dɾɔtsdɛm kˈɛnəd ɪn dˈiː vˈaɪnɪgʃtə,tɾɔtsdeːm kœnən diː ɪn diː veːnɪçstən
72911186-8b0e-4c0b-af3d-4d8765072930/71d8f398a3e81a7aaeb2da532c7701d9351f4d44694aec6bdc5f0566e76ff49c.mp3,Ostschweiz,Wo liegen die Gründe für diesen Rückgang?,voː liːɡən diː ɡɾʏndə fyːɾ diːzən rʏkɡaŋ,boːɾdˈiːkˈɛt kʏnd fˈɪɾtɛɾ ɾˈʏk kˈan,voː liːɡən diː ɡɾʏndə fyːɾ deːn rʏkɡaŋ
248e0121-1803-4980-a746-17ffbd799791/7056d823504f6e40242eed93cd722e5cff8ac97cdf0b33055b420cc9e23af6c3.mp3,Ostschweiz,Daraufhin setzte ein Abrüsten ein.,dɑːraʊfhɪn zɛtstə aɪn apɾʏstən aɪn,dɾˈʊfhˌɛlt dˈɛs ˈaɪpɾˌɔiʃtən nˈiːgzˌɛtst,dɑːraʊf hat aɪn apɾʏstən aɪnɡəzɛtst
72911186-8b0e-4c0b-af3d-4d8765072930/38d950d6ada05ec37458b7eb8798d52945db852a83ab0e1cd973e99ea6d0d53f.mp3,Ostschweiz,Und ich möchte auch kein Geheimnis daraus machen.,ʊnt ɪç mœçtə aʊx kaɪn ɡəhaɪmnɪs dɑːraʊs maxən,ˈʊn dˈiː mˈɛçt ˈaʊkhaɪs kˈɑlmɪs tˈɔs mˈaxə,ʊnt ɪç mœçtə aʊx kaɪn ɡəhaɪmnɪs dɾaʊs maxən
937d2af6-fc16-47b1-a53b-4dee4accc211/87c0b5433fc254e48ea214ea2632e6ab6304328680b4fd8908aa69a9412f2636.mp3,Ostschweiz,Die Kandidatinnen können sich auf eine erfahrene Lehrerin freuen.,diː kandiːdɑtɪnən kœnən zɪç aʊf aɪnə ɛɾfɑːrənə leːrərɪn frɔøən,kˈɑn dˈɑːt dˈɛɾ kˈʏnt sˈiːrˌʊfˌɛɾ ɛɾfˈɑːrən ˈeː lˈeːroːrˌɪn frˈɔøːə,kandiːdɑːtən kœnən zɪç aʊf aɪnə ɛɾfɑːrənə leːrərɪn frɔøən
0bda2f56-850b-4930-9370-89ba5bb5e80a/a6c8abc111b4223a713630ea2bdd47f35a3349e29190512b1c90cde50c032bad.mp3,Ostschweiz,Und auch in München gab es genügend Skeptiker.,ʊnt aʊx ɪn mʏnçən ɡɑːp ɛs ɡənyːɡənt skɛptiːkɜ,ˈʊndɛ ˌaʊən mˈyŋkərə gˈɛtsknuːvɑːk skrˈeːpt ˌiːkɾˈɔ,ʊnt aʊx ɪn mʏnçən ɡɛːbə ɛs ɡənuːk skɛptiːkɜ
937d2af6-fc16-47b1-a53b-4dee4accc211/9271cb567cf899bf8fc4315fa11fe0e6de874ad038e2d8976566a4eedec7023c.mp3,Ostschweiz,Beim Tesla dagegen passiert erstmal nichts.,baɪm tɛslɑː daɡeːɡən pasiːɾt eːɾstmɑːl nɪçts,bˈim tˈeːslˌaːt ˈekækə pˈasɪɾt tseːɾʃtə mˈɔl lˈyːnt,baɪm tɛslɑː daɡeːɡən pasiːɾt tsʊm eːɾstən mɑːl nɪçts
684dd9cf-2844-407b-9a7f-12e7b559773f/bafe19f57aa159840f79734b95a3bd381628832d73fb93e6e90ff91bd4fd1c1e.mp3,Ostschweiz,Sie befürchten mehr denn je den Verlust ihrer Heimat.,ziː bəfʏɾçtən meːɾ dɛn jeː deːn fɛɾlʊst iːrɜ haɪmɑːt,ˈɛsipəfˈœxtə mˈeːɾ dˈɛn nˈeː dˈɛfəloʃt ˈiːrə hˈɛmət,ziː bəfʏɾçtən meːɾ als jeː deːn fɛɾlʊst iːrɜ haɪmɑːt
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/855e849d9a51a1d6979369991eb735db0729471b7ec709e73895ec2ed8e4dac7.mp3,Ostschweiz,Qualitative Kriterien werden weit stärker gewichtet als früher.,kvɑliːtatiːvə kɾiːteːriːən vɛɾdən vaɪt ʃtɛɾkɜ ɡəvɪçtət als fryːɜ,kˈɑl ˌɪtɛnˌiːfɪ kɪtˈeːrən vˌɛɾdət ˈyːtʃtˌeːrxɔ gvˈiːxtət als frˈyːɾnɔ,kvɑliːtatiːvə kɾiːteːriːən vɛɾdən hɔøtə vaɪt ʃtɛɾkɜ ɡəvɪçtət als fryːɜ
248e0121-1803-4980-a746-17ffbd799791/620f2f45d02962b8cbd192853a8cd9a5b4c6393fb3007df7829d7858146c8f5f.mp3,Ostschweiz,Ein Anschlag war damals rasch ausgeschlossen worden.,aɪn anʃlɑːk vɑːɾ dɑmɑːls raʃ aʊsɡəʃlɔsən vɔɾdən,nɛnɛɾɛɾɛkɪɕ tamɔɫ sɾɔɕuʃuʃiʃlɔ sɛvɔɫɔtɛ,aɪn anʃlɑːk vʊɐdə dɑmɑːls raʃ aʊsɡəʃlɔsən
7f4b1ca8-c652-4056-96fb-f02e82182574/bee4dbea757f7af71d7b83d64c723cb328283f7277a5bfe8055cc257c4c0f90b.mp3,Ostschweiz,Die heutige Technik macht vieles möglich.,diː hɔøtɪɡə tɛçnɪk maxt fiːləs møːklɪç,dˈeːhˈyːddɪk tˈɛxnɪk mˈaxt fˈiːləs mˈøːgəlɪç,diː hɔøtɪɡə tɛçnɪk maxt fiːləs møːklɪç
a677eda9-7709-4c9d-8656-e7b665140f3b/d3ed681ec15de254c2fcba4d35e71abbd84b9d6947bc078c44fe6d1476d8973e.mp3,Ostschweiz,Es werden dafür vier Termine vorgeschlagen.,ɛs vɛɾdən dɑːfyːɾ fiːɾ tɛɾmiːnə foːɾɡəʃlɑːɡən,fˈiːɾ dˈaɪs vˈiːɾdɪt fˈiːɾ tˈɛmɪn fˈɔːkʃlˌɑːkɛ,fyːɾ diːs vɛɾdən fiːɾ tɛɾmiːnə foːɾɡəʃlɑːɡən
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/fe5b7d12b33f2626fd2ce726e88d84927dee521564fd362e700dd6c8d1907085.mp3,Ostschweiz,In der Schweiz wird der Leaf 49?950 Franken kosten.,ɪn dɛɾ ʃvaɪts vɪɾt dɛɾ leːɑːf nɔøn ʊntfɪɾtsɪç taʊzənt nɔønhʊndɜt fʏnftsɪç fraŋkən kɔstən,ˈaɪdə ʃvˈiːtsvˌiːɾt dˈiː dˈiː lˈiːf nˌyːnɪːf fˈiːts gtˈuːsɪgən nˈiːrən pˈyːft gfˈɑːnkɪç ɦɔːʃtən,ɪn dɛɾ ʃvaɪts vɪɾt dɛɾ leːɑːf nɔøn ʊntfɪɾtsɪç nʊl nɔøn ʊntfʏnftsɪç fraŋkən kɔstən
248e0121-1803-4980-a746-17ffbd799791/7d997c7d7ff7e12cb8448541d6e27e46a2d93c1be60c5a781393b36f1b0f20d2.mp3,Ostschweiz,Die übrigen Gemeinderäte sollen aus Sicht des Gemeinderats weiterhin Fr. 50'000 erhalten.,diː yːbɾɪɡən ɡəmaɪndeːrɛːtə zɔlən aʊs zɪçt dɛs ɡəmaɪndeːrɑːts vaɪtɜhɪn ɛfɛɾ fʏnftsɪç nʊlnʊl nʊl ɛɾhaltən,dˈyːbərˌiːgə gmˈaɪns rˈøːt zˈøːlə dˈuː sɪçt fɔm gmˈaɪntɾɔːt vˈiːtərən fˈœftsktuːzɪk frˈɑːnkə ˈbɛɾoː,diː yːbɾɪɡən ɡəmaɪndeːrɛːtə zɔlən aʊs zɪçt dɛs ɡəmaɪndeːrɑːtəs vaɪtɜhɪn fʏnftsɪç taʊzənt fraŋkən ɛɾhaltən
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/6cc0a84c549d0836ab84d0d8752c68e0ec875b3f8f9dfbdbcb68742ce8d109b9.mp3,Ostschweiz,Also fragen Sie Ihren Mercedes-Benz-Händler doch nach der grösseren B-Klasse.,alzoː frɑːɡən ziː iːrən mɛɾkeːdəsbɛntshɛndlɜ dɔx nɑːx dɛɾ ɡɾœsərən beːklasə,hˈɑːzoː frˈøːkə tsˈiːdɛrˌɪrən mɛrtsˈeːdəs bˈaɪnˌtsaɪnlɛ nˈɔx dˈiː gɾøːsərə bˈeːkɪkɛɾ,alzoː frɑːɡən ziː iːrən mɛɾkeːdəsbɛnts hɛndlɜ nɑːx dɛɾ ɡɾœsərən beːklasə
684dd9cf-2844-407b-9a7f-12e7b559773f/f1a57170d0dc84ed4b9ac20156c51a1bae1df5229a98a74b40577237b38e69bf.mp3,Ostschweiz,Noch wenige Minuten fehlen zum Sieg.,nɔx veːnɪɡə miːnuːtən feːlən tsʊm ziːk,nˈoː nˈɑː vˈɛnɪgɛ mˈiːnˈuːtə fˈɛlət tsˈɑːns ˈiːk,nuːɾ nɔx veːnɪɡə miːnuːtən feːlən tsʊm ziːk
a677eda9-7709-4c9d-8656-e7b665140f3b/ea09c7f527406ca9ce53e25536e7a955e4fb898a7362970ae523aa4dc00683d0.mp3,Ostschweiz,Biden hätte mit einem Vorsprung von 20 Millionen Stimmen gewonnen.,biːdən hɛtə mɪt aɪnəm foːɾʃpɾʊŋ fɔn tsvantsɪç mɪljoːnən ʃtɪmən ɡəvɔnən,ˈɪnə bˈaɪdən hˈɪt mˈɪt ˈmɪnfˌɑːɾʃpˈʊn fɔɾ tsvˈɑːnsgmɪlˌoːnɪʃ ʃtˈiːməgvˌʊnə,biːdən hat mɪt aɪnəm foːɾʃpuːn fɔn tsvantsɪç mɪoː ʃtɪmən ɡəvɔnən
684dd9cf-2844-407b-9a7f-12e7b559773f/b3c1e32ce0382cebdb5b38e051574e43e137e5b83652867cbf4a2ead1ab9eee7.mp3,Ostschweiz,Auch im zweiten Durchgang musste ich meinen Aufschlag einmal abgeben.,aʊx ɪm tsvaɪtən dʊɐçɡaŋ mʊstə ɪç maɪnən aʊfʃlɑːk aɪnmɑːl apɡeːbən,ˈaʊm tsvˈɑːltə dʊxgˈɑːŋ hˌɑːn ˈɪn ˈeːn ˈiːn ʊxʃlˈɑːk mˈeːsə ˈaɪmɑːl ˈaʊpgəl,aʊx ɪm tsvaɪtən dʊɐçɡaŋ mʊstə ɪç maɪnən aʊfʃlɑːk aɪnmɑːl apɡeːbən
72911186-8b0e-4c0b-af3d-4d8765072930/6e754f1aa510a81bbf6c8a2046496403de1d82bfed39f930de185859d18134f3.mp3,Ostschweiz,Erhöhungsanträgen stehen wir grundsätzlich sehr kritisch bis ablehnend gegenüber.,ɛɾhøːʊŋsantɾɛːɡən ʃteːən viːɾ ɡɾʊndzɛtslɪç zeːɾ kɾiːtɪʃ bɪs apleːnənt ɡeːɡənyːbɜ,ˈɛɾhˈøːlˌɪks ˈaɾtɾˌaɪgɛstəlm vˈiːɾ ˈaɾ gɾˈʊntsətsəx zˈɛɾ kɾˈɪktɪç bˈɪs ˈaplˌeːnɪŋ gˈɛlgənˌeːbɜ,ɛɾhøːʊŋsantɾɛːɡə ʃtɪmtən viːɾ ɡɾʊndzɛtslɪç zeːɾ kɾiːtɪʃ baɪm apleːnən ɡeːɡənyːbɜ
a677eda9-7709-4c9d-8656-e7b665140f3b/b759dbbaa518c5ec71fa9de237c95cc0e17b29b61f69d3a370c9bbfba90a8786.mp3,Ostschweiz,Die Zahl der Mitarbeiter dagegen blieb beinahe konstant.,diː tsɑːl dɛɾ mɪtaɾbaɪtɜ daɡeːɡən bliːp baɪnɑːə kɔnstant,tsɑːl fɔr dˈeːmɪtɛɾbˈaɪtɛɾ ˈɪsɪn geːgə fˈast kɔnstɑːn blˈiːbən,diː tsɑːl dɛɾ mɪtaɾbaɪtɜ ɪst hɪnɡeːɡən fast kɔnstant ɡəbliːbən
7f4b1ca8-c652-4056-96fb-f02e82182574/389018a03152d65acaeaf4418e78fc518afa56efe56ed73b737b05ec7e798f7b.mp3,Ostschweiz,Ich finde das aber falsch.,ɪç fɪndə das ɑːbɜ falʃ,ˈɪç fˈɪnt dˈɑː ˈɑːbɛɾfˈalʃ,ɪç fɪndə iːn ɑːbɜ falʃ
a677eda9-7709-4c9d-8656-e7b665140f3b/e4f7844444c12ec5c22b508743009914bcce5336442514571a9d30b1eea4db01.mp3,Ostschweiz,Das wäre nicht ganz gratis zu haben!,das vɛːrə nɪçt ɡants ɡɾɑtɪs tsuː hɑːbən,dˈas vˈɛɾ nˈʏk gˈants gɾˈatˌɪsts hˈaɪn,das vɛːrə nɪçt ɡants ɡɾɑtɪs tsuː hɑːbən
937d2af6-fc16-47b1-a53b-4dee4accc211/9ea23de35bfe921799e5f01829c1f865aa7520f56419136016c440ab4e0dd2ab.mp3,Ostschweiz,Vieles wurde zum Stadion bereits gesagt.,fiːləs vʊɐdə tsʊm ʃtadjoːn bəraɪts ɡəzɑːkt,fˈiːlə zˈiːʃ tsʊm ʃtˈatiːoːn bərˈaɪtsgzˌaɪt vˌɔɾdən,fiːləs vʊɐdə tsʊm ʃtɑdiːʊm bəraɪts ɡəzɑːkt
937d2af6-fc16-47b1-a53b-4dee4accc211/7bb191f5f25968732b7cf21bca0b4f5717f85a22b6e9cc13952dc981e9d017aa.mp3,Ostschweiz,So kann man einen Auftrag an Externe relativ gut und einfach steuern.,zoː kan man aɪnən aʊftɾɑːk an ɛkstɜnə reːlatiːf ɡuːt ʊnt aɪnfax ʃtɔøɜn,ˈɛsˈoːx hˈamərən ˈɔftrˈɑkɑː ˈɛkstɛɾ nˈiːrˌeːləp dˈiː fˈuːət ˈɛɾ ˈaɪfɑːx ʃtˈyːrən,zoː kan man aɪnən aʊftɾɑːk an ɛkstɜnə reːlatiːf ɡuːt ʊnt aɪnfax ʃtɔøɜn
a677eda9-7709-4c9d-8656-e7b665140f3b/f63b6ddb1a92a10a6b4e040341f5a481932fb1529093bbebc80d6b722dca2fed.mp3,Ostschweiz,Das Unternehmen sei heute ein wichtiger Marktplatz für Mode und Kleider.,das ʊntɜneːmən zaɪ hɔøtə aɪn vɪçtɪɡɜ maɾktplats fyːɾ moːdə ʊnt klaɪdɜ,ˈɑz ˌʊndɜnˈɪmə zˈɪk hˈyːt ɛn vˈɪçtɪgən mˈɑːk blˈats fˈyːɾ mˈoːdɛ ʊnt klˈaɪdɛ,diːzəs ʊntɜneːmən zaɪ hɔøtə aɪn vɪçtɪɡɜ maɾktplats fyːɾ moːdə ʊnt klaɪdɜ
684dd9cf-2844-407b-9a7f-12e7b559773f/9c3f243552aaa2a044a69141ffacd9b73849babd9634d79723a1ad60d6e61074.mp3,Ostschweiz,Wer sitzt auf der Piste schon gerne hinten?,veːɾ zɪtst aʊf dɛɾ pɪstə ʃoːn ɡɛɾnə hɪntən,vˈɛɾ sˈiːz ˈʊf dˈeː bˈiːʃtə ʃˈʊgɛɾn hˈiːnə,veːɾ zɪtst aʊf dɛɾ pɪstə ʃoːn ɡɛɾnə hɪntən
248e0121-1803-4980-a746-17ffbd799791/28210af6327fa7dd55b79229bad2488900fa5c0ddaded74c6208a1dff48af377.mp3,Ostschweiz,Dafür ist das Schulhaus Zehntenhof ein löbliches Paradebeispiel.,dɑːfyːɾ ɪst das ʃuːlhaʊs tseːntənhoːf aɪn løːplɪçəs paradeːbaɪʃpiːl,dˈeːfˈœːrɪç dˈɛs ʃʊˈɛlnəʊs tsˈɛntən hˈoːf ɛɾlˈøːblˌɔs bˈɑːrˈɑːtə bˈiːʃpˌiːnˌl,dɑːfyːɾ ɪst das ʃuːlhaʊs tsɛntənhoːf aɪn løːplɪçəs paradeːbaɪʃpiːl
684dd9cf-2844-407b-9a7f-12e7b559773f/c77b6d559c65210f760636fc9e4d223d653ca02fe4c3a8892760df938280e7e4.mp3,Ostschweiz,Hierfür muss das Teleskop extrem stabil bleiben.,hiːɾfyːɾ mʊs das teːleːskoːp ɛkstɾeːm ʃtabiːl blaɪbən,tˈɑːdə fyːɾ mˈʊɐs ˈɛs tˈɛləs kˈɔp ɛkstɾˈeːmʃtˈɛbiːl blˈiːbɛ,dɑːfyːɾ mʊs aɪn teːleːskoːp ɛkstɾeːm ʃtabiːl blaɪbən
0bda2f56-850b-4930-9370-89ba5bb5e80a/418322ffebcfa96c49f9d175984b2134d984022969c517609d2f0d23e46003ef.mp3,Ostschweiz,Manchmal geht sie an die Öffentlichkeit.,mançmɑːl ɡeːt ziː an diː œfəntlɪçkaɪt,mˈɛŋ mˈɑːl gˈɑːr ˈɑːdɛɾ dˈœvɛtlɪçkɾˈɑːt,mançmɑːl ɡeːt ɛs jɑː ʊm diː œfəntlɪçkaɪt
937d2af6-fc16-47b1-a53b-4dee4accc211/6e937183188e12b557f93ca005a3ebcfd23275ac092a9446760ccd85b9a80927.mp3,Ostschweiz,Das Thema Freiraum wurde im Wettbewerb intensiv behandelt.,das teːmɑː fraɪraʊm vʊɐdə ɪm vɛtbeːvɜp ɪntɛnziːf bəhandəlt,ˈɛs təmˈɑː frˈaɪrʊm ˈɪs ɪm vˈɛtbɪvˌɛɾb ɪntɛntsˈiv bəhˈanglət vˈɔɾdə,das teːmɑː fraɪraʊm vʊɐdə ɪm vɛtbeːvɜp ɪntɛnziːf bəhandəlt
0bda2f56-850b-4930-9370-89ba5bb5e80a/cf329ae1b35dfdf31a005abbd8d06db9d2104141aff9d3a6a1134764de83a3b2.mp3,Ostschweiz,Am 14. August wird das Gelände für einen Tag geöffnet.,am fɪɾtseːn aʊɡʊst vɪɾt das ɡəlɛndə fyːɾ aɪnən tɑːk ɡəœfnət,amvˈiːɾ tsˈaɪt dˈɛɾ gˈuːʃt vˈiːɾ dˈɛs glˈaɪnt vˈeːɾən dˈɑːg gˈœfnət,am fɪɾtseːn aʊɡʊst vɪɾt das ɡəlɛndə fyːɾ deːn tɑːk ɡəœfnət
72911186-8b0e-4c0b-af3d-4d8765072930/a6bf9d8e002bb5a63136f6432ff0a66cb3af246bd65a62cad6b408b98d2f4a68.mp3,Ostschweiz,Das ist ein absoluter Unsinn.,das ɪst aɪn apzoːluːtɜ ʊnzɪn,ˈɪt ˈɛɾ ˈɛɾ ˈɑpːsəl ˈɛɾ plˈɛltsiːn,das ɪst aɪn apzoːluːtɜ blœdzɪn
937d2af6-fc16-47b1-a53b-4dee4accc211/69b1a7652d2223f34f0079c584ee6b6a253b88a4cfeab55d13c7a87f024696f7.mp3,Ostschweiz,Wir wollen kein Tor kassieren.,viːɾ vɔlən kaɪn toːɾ kasiːrən,miːɾ vˈønt kɾˈaɪ kɔɾˈul kɑsˈiːɾə,viːɾ vɔlən kaɪnən ɡoːɑːl kasiːrən
72911186-8b0e-4c0b-af3d-4d8765072930/9c44e0ffc11dedba046f71e15a2f29dcd797e913c40f76ab77a8c75ff6ec38cb.mp3,Ostschweiz,Sie haben teilweise die Realität verloren.,ziː hɑːbən taɪlvaɪzə diː reːɑːliːtɛːt fɛɾloːrən,si hˈɛntɐɪl vˈɪstɹˌɛlɪtˈɛd fɛloʊvˈɛ,ziː hɑːbən taɪlvaɪzə diː reːɑːliːtɛːt fɛɾloːrən
